Serial number,Wave,Master_Id,TOM,BUMO,Previous_Master_Id,Previous_Master_Brand,Switch_Status,P3M,Consideration,Total_Spontanoues,Total_aided_awareness,P4W
2297,2024,100,0,0,,,,0,1,1,1,0
2297,2024,200,1,1,,,No Previous Data,1,1,1,1,1
2297,2024,300,0,0,,,,0,0,1,1,0
2297,2024,400,0,0,,,,0,0,0,1,0
2297,2024,500,0,0,,,,0,0,0,1,0
2297,2024,600,0,0,,,,0,0,0,1,0
2297,2024,700,0,0,,,,0,0,0,1,0
2298,2024,100,1,1,,,No Previous Data,1,1,1,1,1
2298,2024,200,0,0,,,,1,1,1,1,1
2298,2024,300,0,0,,,,0,1,1,1,0
2298,2024,400,0,0,,,,0,0,0,1,0
2298,2024,500,0,0,,,,0,0,0,0,0
2298,2024,600,0,0,,,,0,0,0,1,0
2298,2024,700,0,0,,,,0,1,0,1,0
2299,2024,100,0,0,,,,0,1,1,1,0
2299,2024,200,1,1,,,No Previous Data,1,1,1,1,1
2299,2024,300,0,0,,,,0,0,0,1,0
2299,2024,400,0,0,,,,0,0,0,1,0
2299,2024,500,0,0,,,,0,0,0,1,0
2299,2024,600,0,0,,,,0,0,0,1,0
2299,2024,700,0,0,,,,0,1,0,1,0
2300,2024,100,1,1,,,No Previous Data,1,1,1,1,1
2300,2024,200,0,0,,,,0,1,1,1,0
2300,2024,300,0,0,,,,0,1,1,1,0
2300,2024,400,0,0,,,,0,0,1,1,0
2300,2024,500,0,0,,,,0,1,0,1,0
2300,2024,600,0,0,,,,0,1,0,1,0
2300,2024,700,0,0,,,,1,1,0,1,0
2301,2024,100,0,1,200.0,Olong Tea Plus,Switched,1,1,1,1,1
2301,2024,200,0,0,,,,1,1,1,1,1
2301,2024,300,1,0,,,,1,1,1,1,1
2301,2024,400,0,0,,,,0,0,0,0,0
2301,2024,500,0,0,,,,0,0,0,0,0
2301,2024,600,0,0,,,,0,0,0,0,0
2301,2024,700,0,0,,,,1,1,0,1,1
2302,2024,100,0,0,,,,0,0,0,0,0
2302,2024,200,1,0,,,,1,1,1,1,1
2302,2024,300,0,1,200.0,Olong Tea Plus,Switched,1,1,1,1,1
2302,2024,400,0,0,,,,1,1,0,1,1
2302,2024,500,0,0,,,,1,0,0,1,0
2302,2024,600,0,0,,,,0,1,0,1,0
2302,2024,700,0,0,,,,0,0,0,1,0
2303,2024,100,1,1,,,No Previous Data,1,1,1,1,1
2303,2024,200,0,0,,,,0,0,0,0,0
2303,2024,300,0,0,,,,0,0,0,0,0
2303,2024,400,0,0,,,,0,0,0,0,0
2303,2024,500,0,0,,,,0,0,0,0,0
2303,2024,600,0,0,,,,0,0,0,0,0
2303,2024,700,0,0,,,,0,0,0,0,0
2304,2024,100,0,0,,,,1,1,1,1,1
2304,2024,200,0,0,,,,1,1,1,1,1
2304,2024,300,1,1,700.0,Khác,Switched,1,1,1,1,1
2304,2024,400,0,0,,,,1,1,0,1,1
2304,2024,500,0,0,,,,1,1,0,1,1
2304,2024,600,0,0,,,,0,1,0,1,0
2304,2024,700,0,0,,,,1,1,0,1,1
2305,2024,100,1,1,200.0,Olong Tea Plus,Switched,1,1,1,1,1
2305,2024,200,0,0,,,,1,1,1,1,1
2305,2024,300,0,0,,,,0,1,1,1,0
2305,2024,400,0,0,,,,0,1,0,1,0
2305,2024,500,0,0,,,,0,0,0,0,0
2305,2024,600,0,0,,,,0,0,0,1,0
2305,2024,700,0,0,,,,0,0,0,1,0
2306,2024,100,0,0,,,,0,0,0,0,0
2306,2024,200,0,0,,,,0,0,0,1,0
2306,2024,300,0,0,,,,0,0,0,0,0
2306,2024,400,0,0,,,,0,0,0,0,0
2306,2024,500,1,1,,,No Previous Data,1,1,1,1,1
2306,2024,600,0,0,,,,0,0,0,0,0
2306,2024,700,0,0,,,,0,0,0,0,0
2307,2024,100,0,1,200.0,Olong Tea Plus,Switched,1,1,0,1,1
2307,2024,200,1,0,,,,1,1,1,1,0
2307,2024,300,0,0,,,,0,0,0,1,0
2307,2024,400,0,0,,,,0,0,1,1,0
2307,2024,500,0,0,,,,0,0,0,1,0
2307,2024,600,0,0,,,,0,0,0,1,0
2307,2024,700,0,0,,,,1,1,0,1,0
2308,2024,100,1,0,,,,0,0,1,1,0
2308,2024,200,0,0,,,,0,0,1,1,0
2308,2024,300,0,0,,,,1,1,1,1,1
2308,2024,400,0,0,,,,0,0,0,0,0
2308,2024,500,0,0,,,,0,0,0,0,0
2308,2024,600,0,0,,,,0,0,0,0,0
2308,2024,700,0,1,300.0,Không Độ,Switched,1,1,0,1,1
2309,2024,100,0,0,,,,0,0,1,1,0
2309,2024,200,0,0,,,,1,0,1,1,0
2309,2024,300,1,1,200.0,Olong Tea Plus,Switched,1,1,1,1,1
2309,2024,400,0,0,,,,0,0,0,1,0
2309,2024,500,0,0,,,,1,1,0,1,1
2309,2024,600,0,0,,,,0,0,0,0,0
2309,2024,700,0,0,,,,0,0,0,1,0
2310,2024,100,0,1,300.0,Không Độ,Switched,1,1,0,1,1
2310,2024,200,0,0,,,,0,1,0,1,0
2310,2024,300,1,0,,,,0,1,1,1,0
2310,2024,400,0,0,,,,1,1,0,1,1
2310,2024,500,0,0,,,,1,0,0,1,0
2310,2024,600,0,0,,,,1,1,0,1,0
2310,2024,700,0,0,,,,1,1,0,1,1
2311,2024,100,0,0,,,,0,0,0,1,0
2311,2024,200,0,0,,,,0,0,0,1,0
2311,2024,300,1,1,400.0,Cozy,Switched,1,1,1,1,1
2311,2024,400,0,0,,,,1,1,1,1,1
2311,2024,500,0,0,,,,0,1,0,1,0
2311,2024,600,0,0,,,,0,0,0,0,0
2311,2024,700,0,0,,,,0,1,0,1,0
2312,2024,100,0,0,,,,0,1,0,1,0
2312,2024,200,0,0,,,,0,0,0,1,0
2312,2024,300,0,0,,,,0,0,0,1,0
2312,2024,400,0,0,,,,0,0,0,1,0
2312,2024,500,0,1,400.0,Cozy,Switched,1,1,0,1,1
2312,2024,600,0,0,,,,0,0,0,1,0
2312,2024,700,0,0,,,,0,0,0,0,0
2313,2024,100,0,0,,,,0,0,0,1,0
2313,2024,200,0,0,,,,0,0,0,0,0
2313,2024,300,1,0,,,,0,0,1,1,0
2313,2024,400,0,0,,,,0,0,0,0,0
2313,2024,500,0,0,,,,0,0,0,0,0
2313,2024,600,0,1,300.0,Không Độ,Switched,1,1,0,1,1
2313,2024,700,0,0,,,,1,1,0,1,0
2314,2024,100,0,0,,,,0,1,0,1,0
2314,2024,200,1,0,,,,1,1,1,1,1
2314,2024,300,0,0,,,,1,1,1,1,1
2314,2024,400,0,0,,,,0,0,0,0,0
2314,2024,500,0,1,200.0,Olong Tea Plus,Switched,1,1,0,1,1
2314,2024,600,0,0,,,,0,0,0,0,0
2314,2024,700,0,0,,,,1,1,0,1,1
2315,2024,100,0,0,,,,1,1,0,1,1
2315,2024,200,0,0,,,,1,1,0,1,0
2315,2024,300,1,1,100.0,C2,Switched,1,1,1,1,1
2315,2024,400,0,0,,,,0,1,0,1,0
2315,2024,500,0,0,,,,0,1,0,1,0
2315,2024,600,0,0,,,,1,1,1,1,1
2315,2024,700,0,0,,,,1,1,0,1,1
2316,2024,100,0,0,,,,0,0,0,0,0
2316,2024,200,0,0,,,,0,0,0,0,0
2316,2024,300,1,1,500.0,Boncha,Switched,1,1,1,1,1
2316,2024,400,0,0,,,,1,1,0,1,0
2316,2024,500,0,0,,,,1,1,0,1,1
2316,2024,600,0,0,,,,0,0,0,0,0
2316,2024,700,0,0,,,,0,0,0,0,0
2317,2024,100,0,0,,,,1,1,1,1,1
2317,2024,200,1,1,,,No Previous Data,1,1,1,1,1
2317,2024,300,0,0,,,,0,0,0,1,0
2317,2024,400,0,0,,,,0,0,1,1,0
2317,2024,500,0,0,,,,0,0,0,1,0
2317,2024,600,0,0,,,,0,0,0,1,0
2317,2024,700,0,0,,,,0,1,0,1,0
2318,2024,100,0,0,,,,1,1,1,1,1
2318,2024,200,0,0,,,,0,1,1,1,0
2318,2024,300,1,0,,,,1,1,1,1,1
2318,2024,400,0,0,,,,0,1,1,1,0
2318,2024,500,0,1,700.0,Khác,Switched,1,1,0,1,1
2318,2024,600,0,0,,,,0,1,0,1,0
2318,2024,700,0,0,,,,1,1,0,1,1
2319,2024,100,1,1,,,No Previous Data,1,1,1,1,1
2319,2024,200,0,0,,,,1,1,1,1,0
2319,2024,300,0,0,,,,0,0,0,1,0
2319,2024,400,0,0,,,,0,0,0,1,0
2319,2024,500,0,0,,,,0,1,0,1,0
2319,2024,600,0,0,,,,0,0,0,1,0
2319,2024,700,0,0,,,,0,0,0,1,0
2320,2024,100,0,0,,,,0,1,0,1,0
2320,2024,200,0,1,600.0,Dr. Thanh,Switched,1,1,1,1,1
2320,2024,300,0,0,,,,0,1,1,1,0
2320,2024,400,1,0,,,,1,1,1,1,1
2320,2024,500,0,0,,,,0,0,0,0,0
2320,2024,600,0,0,,,,1,1,0,1,1
2320,2024,700,0,0,,,,0,0,0,1,0
2321,2024,100,1,1,200.0,Olong Tea Plus,Switched,1,1,1,1,1
2321,2024,200,0,0,,,,1,1,1,1,1
2321,2024,300,0,0,,,,1,1,1,1,1
2321,2024,400,0,0,,,,1,1,1,1,1
2321,2024,500,0,0,,,,0,0,0,1,0
2321,2024,600,0,0,,,,0,0,0,1,0
2321,2024,700,0,0,,,,1,1,0,1,1
2322,2024,100,1,0,,,,1,1,1,1,1
2322,2024,200,0,1,300.0,Không Độ,Switched,1,1,1,1,1
2322,2024,300,0,0,,,,1,1,1,1,1
2322,2024,400,0,0,,,,0,0,0,1,0
2322,2024,500,0,0,,,,0,1,0,1,0
2322,2024,600,0,0,,,,0,0,0,1,0
2322,2024,700,0,0,,,,0,0,0,1,0
2323,2024,100,1,1,,,No Previous Data,1,1,1,1,1
2323,2024,200,0,0,,,,1,1,1,1,1
2323,2024,300,0,0,,,,0,1,1,1,0
2323,2024,400,0,0,,,,1,1,1,1,1
2323,2024,500,0,0,,,,0,0,0,1,0
2323,2024,600,0,0,,,,0,0,0,1,0
2323,2024,700,0,0,,,,0,1,0,1,0
2324,2024,100,0,0,,,,0,0,0,0,0
2324,2024,200,0,0,,,,1,1,0,1,1
2324,2024,300,1,1,200.0,Olong Tea Plus,Switched,1,1,1,1,1
2324,2024,400,0,0,,,,0,0,0,1,0
2324,2024,500,0,0,,,,0,0,0,1,0
2324,2024,600,0,0,,,,0,0,0,0,0
2324,2024,700,0,0,,,,0,1,0,1,0
2325,2024,100,0,0,,,,1,1,0,1,1
2325,2024,200,0,0,,,,0,1,0,1,0
2325,2024,300,1,0,,,,1,1,1,1,1
2325,2024,400,0,0,,,,0,1,0,1,0
2325,2024,500,0,1,300.0,Không Độ,Switched,1,1,0,1,1
2325,2024,600,0,0,,,,0,1,0,1,0
2325,2024,700,0,0,,,,1,1,0,1,1
2326,2024,100,0,0,,,,1,1,0,1,1
2326,2024,200,1,1,,,No Previous Data,1,1,1,1,1
2326,2024,300,0,0,,,,0,0,0,0,0
2326,2024,400,0,0,,,,0,0,0,0,0
2326,2024,500,0,0,,,,1,1,0,1,0
2326,2024,600,0,0,,,,0,0,0,0,0
2326,2024,700,0,0,,,,1,1,0,1,1
2327,2024,100,1,1,,,No Previous Data,1,1,1,1,1
2327,2024,200,0,0,,,,1,1,0,1,1
2327,2024,300,0,0,,,,1,1,0,1,1
2327,2024,400,0,0,,,,1,1,0,1,1
2327,2024,500,0,0,,,,0,0,0,0,0
2327,2024,600,0,0,,,,0,0,0,0,0
2327,2024,700,0,0,,,,0,0,0,0,0
2328,2024,100,0,0,,,,0,0,0,0,0
2328,2024,200,0,0,,,,0,0,0,0,0
2328,2024,300,1,1,,,No Previous Data,1,1,1,1,1
2328,2024,400,0,0,,,,0,0,0,0,0
2328,2024,500,0,0,,,,0,0,0,0,0
2328,2024,600,0,0,,,,0,0,0,0,0
2328,2024,700,0,0,,,,0,0,0,0,0
2329,2024,100,1,1,200.0,Olong Tea Plus,Switched,1,1,1,1,1
2329,2024,200,0,0,,,,1,0,1,1,0
2329,2024,300,0,0,,,,1,1,1,1,1
2329,2024,400,0,0,,,,0,0,0,1,0
2329,2024,500,0,0,,,,0,1,0,1,0
2329,2024,600,0,0,,,,0,0,0,1,0
2329,2024,700,0,0,,,,0,0,0,1,0
2330,2024,100,1,0,,,,1,1,1,1,1
2330,2024,200,0,0,,,,0,0,0,1,0
2330,2024,300,0,1,,,No Previous Data,1,1,1,1,1
2330,2024,400,0,0,,,,0,0,1,1,0
2330,2024,500,0,0,,,,0,0,0,0,0
2330,2024,600,0,0,,,,0,0,0,1,0
2330,2024,700,0,0,,,,0,0,0,1,0
2331,2024,100,0,0,,,,1,1,1,1,1
2331,2024,200,1,1,100.0,C2,Switched,1,1,1,1,1
2331,2024,300,0,0,,,,0,0,0,1,0
2331,2024,400,0,0,,,,1,0,0,1,0
2331,2024,500,0,0,,,,0,0,0,1,0
2331,2024,600,0,0,,,,0,0,0,1,0
2331,2024,700,0,0,,,,1,1,0,1,0
2332,2024,100,0,0,,,,1,0,1,1,0
2332,2024,200,0,0,,,,0,0,1,1,0
2332,2024,300,1,1,100.0,C2,Switched,1,1,1,1,1
2332,2024,400,0,0,,,,0,0,0,1,0
2332,2024,500,0,0,,,,0,0,0,1,0
2332,2024,600,0,0,,,,0,0,0,1,0
2332,2024,700,0,0,,,,1,0,1,1,0
2333,2024,100,0,0,,,,0,0,1,1,0
2333,2024,200,1,1,,,No Previous Data,1,1,1,1,1
2333,2024,300,0,0,,,,0,0,0,1,0
2333,2024,400,0,0,,,,0,0,1,1,0
2333,2024,500,0,0,,,,0,0,0,0,0
2333,2024,600,0,0,,,,0,0,0,1,0
2333,2024,700,0,0,,,,0,0,0,1,0
2334,2024,100,1,1,,,No Previous Data,1,1,1,1,1
2334,2024,200,0,0,,,,0,0,1,1,0
2334,2024,300,0,0,,,,0,0,1,1,0
2334,2024,400,0,0,,,,0,0,0,1,0
2334,2024,500,0,0,,,,0,0,0,0,0
2334,2024,600,0,0,,,,0,0,0,1,0
2334,2024,700,0,0,,,,0,0,0,1,0
2335,2024,100,1,1,,,No Previous Data,1,1,1,1,1
2335,2024,200,0,0,,,,1,0,1,1,0
2335,2024,300,0,0,,,,0,0,0,1,0
2335,2024,400,0,0,,,,0,0,0,1,0
2335,2024,500,0,0,,,,0,0,0,0,0
2335,2024,600,0,0,,,,0,0,0,1,0
2335,2024,700,0,0,,,,0,0,0,1,0
2336,2024,100,1,1,700.0,Khác,Switched,1,1,1,1,1
2336,2024,200,0,0,,,,0,0,1,1,0
2336,2024,300,0,0,,,,0,0,1,1,0
2336,2024,400,0,0,,,,0,0,0,1,0
2336,2024,500,0,0,,,,0,0,0,0,0
2336,2024,600,0,0,,,,0,0,0,1,0
2336,2024,700,0,0,,,,1,1,0,1,1
2337,2024,100,1,1,300.0,Không Độ,Switched,1,1,1,1,1
2337,2024,200,0,0,,,,1,0,1,1,0
2337,2024,300,0,0,,,,1,1,1,1,0
2337,2024,400,0,0,,,,0,0,1,1,0
2337,2024,500,0,0,,,,0,0,0,1,0
2337,2024,600,0,0,,,,0,0,0,1,0
2337,2024,700,0,0,,,,0,0,0,0,0
2338,2024,100,0,0,,,,1,1,0,1,0
2338,2024,200,1,1,300.0,Không Độ,Switched,1,1,1,1,1
2338,2024,300,0,0,,,,0,0,1,1,0
2338,2024,400,0,0,,,,0,0,0,1,0
2338,2024,500,0,0,,,,0,0,0,1,0
2338,2024,600,0,0,,,,0,1,1,1,0
2338,2024,700,0,0,,,,1,1,0,1,0
2339,2024,100,0,0,,,,1,0,1,1,0
2339,2024,200,0,0,,,,1,1,1,1,1
2339,2024,300,1,1,200.0,Olong Tea Plus,Switched,1,1,1,1,1
2339,2024,400,0,0,,,,0,0,1,1,0
2339,2024,500,0,0,,,,0,0,0,1,0
2339,2024,600,0,0,,,,0,0,0,1,0
2339,2024,700,0,0,,,,1,0,0,1,0
2340,2024,100,0,0,,,,1,0,1,1,0
2340,2024,200,1,1,,,No Previous Data,1,1,1,1,1
2340,2024,300,0,0,,,,1,0,0,1,0
2340,2024,400,0,0,,,,0,0,0,1,0
2340,2024,500,0,0,,,,0,0,0,0,0
2340,2024,600,0,0,,,,0,0,0,1,0
2340,2024,700,0,0,,,,1,0,0,1,0
2341,2024,100,0,1,200.0,Olong Tea Plus,Switched,1,1,1,1,1
2341,2024,200,1,0,,,,1,1,1,1,1
2341,2024,300,0,0,,,,1,1,0,1,0
2341,2024,400,0,0,,,,0,0,1,1,0
2341,2024,500,0,0,,,,0,0,0,1,0
2341,2024,600,0,0,,,,0,0,0,1,0
2341,2024,700,0,0,,,,0,1,0,1,0
2342,2024,100,1,0,,,,1,1,1,1,1
2342,2024,200,0,1,,,No Previous Data,1,1,1,1,1
2342,2024,300,0,0,,,,0,1,0,1,0
2342,2024,400,0,0,,,,1,0,1,1,0
2342,2024,500,0,0,,,,0,0,0,0,0
2342,2024,600,0,0,,,,0,0,0,1,0
2342,2024,700,0,0,,,,1,1,0,1,0
2343,2024,100,0,0,,,,1,0,1,1,0
2343,2024,200,0,0,,,,0,0,0,1,0
2343,2024,300,0,0,,,,1,1,1,1,1
2343,2024,400,1,1,,,No Previous Data,1,1,1,1,1
2343,2024,500,0,0,,,,0,0,0,1,0
2343,2024,600,0,0,,,,0,0,0,1,0
2343,2024,700,0,0,,,,1,0,0,1,0
2344,2024,100,0,0,,,,0,1,1,1,0
2344,2024,200,1,1,,,No Previous Data,1,1,1,1,1
2344,2024,300,0,0,,,,0,0,1,1,0
2344,2024,400,0,0,,,,0,0,0,1,0
2344,2024,500,0,0,,,,0,0,0,1,0
2344,2024,600,0,0,,,,0,0,0,1,0
2344,2024,700,0,0,,,,0,0,0,1,0
2345,2024,100,0,0,,,,1,0,1,1,0
2345,2024,200,0,0,,,,1,1,1,1,1
2345,2024,300,0,0,,,,0,0,1,1,0
2345,2024,400,1,1,200.0,Olong Tea Plus,Switched,1,1,1,1,1
2345,2024,500,0,0,,,,0,0,0,0,0
2345,2024,600,0,0,,,,0,0,0,1,0
2345,2024,700,0,0,,,,0,0,0,1,0
2346,2024,100,1,1,,,No Previous Data,1,1,1,1,1
2346,2024,200,0,0,,,,1,1,1,1,1
2346,2024,300,0,0,,,,0,0,0,1,0
2346,2024,400,0,0,,,,0,0,1,1,0
2346,2024,500,0,0,,,,0,0,0,0,0
2346,2024,600,0,0,,,,0,0,0,1,0
2346,2024,700,0,0,,,,0,0,0,1,0
2347,2024,100,0,0,,,,0,0,1,1,0
2347,2024,200,0,0,,,,1,0,1,1,0
2347,2024,300,1,1,,,No Previous Data,1,1,1,1,1
2347,2024,400,0,0,,,,0,0,0,1,0
2347,2024,500,0,0,,,,1,0,0,1,0
2347,2024,600,0,0,,,,0,0,0,1,0
2347,2024,700,0,0,,,,0,0,0,1,0
2348,2024,100,1,1,,,No Previous Data,1,1,1,1,1
2348,2024,200,0,0,,,,0,0,1,1,0
2348,2024,300,0,0,,,,0,0,0,1,0
2348,2024,400,0,0,,,,1,1,1,1,1
2348,2024,500,0,0,,,,0,0,0,0,0
2348,2024,600,0,0,,,,0,0,0,1,0
2348,2024,700,0,0,,,,0,0,0,1,0
2349,2024,100,0,0,,,,0,0,1,1,0
2349,2024,200,0,0,,,,1,0,1,1,0
2349,2024,300,1,1,700.0,Khác,Switched,1,1,1,1,1
2349,2024,400,0,0,,,,0,0,1,1,0
2349,2024,500,0,0,,,,0,0,0,1,0
2349,2024,600,0,0,,,,0,0,0,1,0
2349,2024,700,0,0,,,,1,1,0,1,1
2350,2024,100,1,1,,,No Previous Data,1,1,1,1,1
2350,2024,200,0,0,,,,0,0,1,1,0
2350,2024,300,0,0,,,,0,0,0,1,0
2350,2024,400,0,0,,,,0,0,0,1,0
2350,2024,500,0,0,,,,0,0,0,0,0
2350,2024,600,0,0,,,,0,0,0,1,0
2350,2024,700,0,0,,,,0,0,0,1,0
2351,2024,100,0,0,,,,0,0,1,1,0
2351,2024,200,0,0,,,,1,1,1,1,1
2351,2024,300,1,1,200.0,Olong Tea Plus,Switched,1,1,1,1,1
2351,2024,400,0,0,,,,0,0,0,1,0
2351,2024,500,0,0,,,,0,0,0,0,0
2351,2024,600,0,0,,,,0,0,0,1,0
2351,2024,700,0,0,,,,1,0,0,1,0
2352,2024,100,0,0,,,,1,1,1,1,1
2352,2024,200,0,0,,,,1,1,0,1,0
2352,2024,300,1,1,200.0,Olong Tea Plus,Switched,1,1,1,1,1
2352,2024,400,0,0,,,,0,0,1,1,0
2352,2024,500,0,0,,,,0,0,0,1,0
2352,2024,600,0,0,,,,0,0,0,1,0
2352,2024,700,0,0,,,,0,0,0,1,0
2353,2024,100,0,0,,,,0,0,1,1,0
2353,2024,200,0,0,,,,0,0,1,1,0
2353,2024,300,1,1,,,No Previous Data,1,1,1,1,1
2353,2024,400,0,0,,,,0,0,0,1,0
2353,2024,500,0,0,,,,0,1,0,1,0
2353,2024,600,0,0,,,,0,0,0,1,0
2353,2024,700,0,0,,,,0,0,0,1,0
2354,2024,100,0,0,,,,0,1,0,1,0
2354,2024,200,0,0,,,,1,1,1,1,0
2354,2024,300,0,0,,,,1,1,1,1,1
2354,2024,400,1,1,200.0,Olong Tea Plus,Switched,1,1,1,1,1
2354,2024,500,0,0,,,,0,0,0,0,0
2354,2024,600,0,0,,,,0,0,0,0,0
2354,2024,700,0,0,,,,1,1,0,1,0
2355,2024,100,0,0,,,,0,0,1,1,0
2355,2024,200,0,0,,,,0,0,1,1,0
2355,2024,300,1,1,200.0,Olong Tea Plus,Switched,1,1,1,1,1
2355,2024,400,0,0,,,,0,0,0,1,0
2355,2024,500,0,0,,,,0,0,0,1,0
2355,2024,600,0,0,,,,0,0,0,1,0
2355,2024,700,0,0,,,,0,0,0,1,0
2356,2024,100,0,0,,,,1,0,1,1,0
2356,2024,200,0,0,,,,0,1,1,1,0
2356,2024,300,1,1,200.0,Olong Tea Plus,Switched,1,1,1,1,1
2356,2024,400,0,0,,,,0,0,0,1,0
2356,2024,500,0,0,,,,0,0,0,1,0
2356,2024,600,0,0,,,,0,0,0,1,0
2356,2024,700,0,0,,,,0,0,0,1,0
2357,2024,100,0,0,,,,0,0,1,1,0
2357,2024,200,0,0,,,,0,0,0,1,0
2357,2024,300,1,1,,,No Previous Data,1,1,1,1,1
2357,2024,400,0,0,,,,1,1,1,1,1
2357,2024,500,0,0,,,,0,0,0,0,0
2357,2024,600,0,0,,,,0,0,0,1,0
2357,2024,700,0,0,,,,0,0,0,1,0
2358,2024,100,0,0,,,,0,0,1,1,0
2358,2024,200,0,0,,,,0,0,0,1,0
2358,2024,300,1,1,,,No Previous Data,1,1,1,1,1
2358,2024,400,0,0,,,,0,0,0,1,0
2358,2024,500,0,0,,,,0,0,0,0,0
2358,2024,600,0,0,,,,0,0,0,1,0
2358,2024,700,0,0,,,,0,0,0,0,0
2359,2024,100,1,1,,,No Previous Data,1,1,1,1,1
2359,2024,200,0,0,,,,0,0,1,1,0
2359,2024,300,0,0,,,,0,0,1,1,0
2359,2024,400,0,0,,,,0,0,0,1,0
2359,2024,500,0,0,,,,0,0,0,0,0
2359,2024,600,0,0,,,,0,0,0,1,0
2359,2024,700,0,0,,,,0,0,1,1,0
2360,2024,100,0,0,,,,0,0,1,1,0
2360,2024,200,1,1,,,No Previous Data,1,1,1,1,1
2360,2024,300,0,0,,,,0,0,0,1,0
2360,2024,400,0,0,,,,0,0,0,1,0
2360,2024,500,0,0,,,,0,0,0,0,0
2360,2024,600,0,0,,,,0,0,0,1,0
2360,2024,700,0,0,,,,1,1,1,1,0
2361,2024,100,1,1,,,No Previous Data,1,1,1,1,1
2361,2024,200,0,0,,,,0,1,1,1,0
2361,2024,300,0,0,,,,0,0,0,1,0
2361,2024,400,0,0,,,,1,1,1,1,1
2361,2024,500,0,0,,,,0,0,0,1,0
2361,2024,600,0,0,,,,0,0,0,1,0
2361,2024,700,0,0,,,,0,0,0,1,0
2362,2024,100,1,1,200.0,Olong Tea Plus,Switched,1,1,1,1,1
2362,2024,200,0,0,,,,0,0,1,1,0
2362,2024,300,0,0,,,,1,1,1,1,1
2362,2024,400,0,0,,,,1,1,1,1,1
2362,2024,500,0,0,,,,0,0,0,0,0
2362,2024,600,0,0,,,,0,1,0,1,0
2362,2024,700,0,0,,,,0,1,0,1,0
2363,2024,100,1,1,,,No Previous Data,1,1,1,1,1
2363,2024,200,0,0,,,,0,1,1,1,0
2363,2024,300,0,0,,,,0,0,0,1,0
2363,2024,400,0,0,,,,0,0,0,1,0
2363,2024,500,0,0,,,,0,1,0,1,0
2363,2024,600,0,0,,,,0,0,0,1,0
2363,2024,700,0,0,,,,0,0,0,1,0
2364,2024,100,1,1,,,No Previous Data,1,1,1,1,1
2364,2024,200,0,0,,,,0,1,1,1,0
2364,2024,300,0,0,,,,1,1,1,1,1
2364,2024,400,0,0,,,,0,0,1,1,0
2364,2024,500,0,0,,,,0,1,0,1,0
2364,2024,600,0,0,,,,0,0,0,1,0
2364,2024,700,0,0,,,,1,1,0,1,0
2365,2024,100,1,1,,,No Previous Data,1,1,1,1,1
2365,2024,200,0,0,,,,1,1,1,1,1
2365,2024,300,0,0,,,,0,1,0,1,0
2365,2024,400,0,0,,,,0,0,0,1,0
2365,2024,500,0,0,,,,0,0,0,1,0
2365,2024,600,0,0,,,,0,0,0,1,0
2365,2024,700,0,0,,,,0,0,0,1,0
2366,2024,100,0,0,,,,0,0,1,1,0
2366,2024,200,0,0,,,,0,0,1,1,0
2366,2024,300,0,0,,,,0,0,0,1,0
2366,2024,400,1,1,,,No Previous Data,1,1,1,1,1
2366,2024,500,0,0,,,,0,0,0,0,0
2366,2024,600,0,0,,,,0,0,0,1,0
2366,2024,700,0,0,,,,0,0,0,1,0
2367,2024,100,1,1,,,No Previous Data,1,1,1,1,1
2367,2024,200,0,0,,,,1,1,1,1,1
2367,2024,300,0,0,,,,0,1,1,1,0
2367,2024,400,0,0,,,,0,0,1,1,0
2367,2024,500,0,0,,,,0,1,0,1,0
2367,2024,600,0,0,,,,1,1,0,1,1
2367,2024,700,0,0,,,,1,1,0,1,0
2368,2024,100,0,0,,,,0,0,1,1,0
2368,2024,200,0,0,,,,0,0,1,1,0
2368,2024,300,1,1,,,No Previous Data,1,1,1,1,1
2368,2024,400,0,0,,,,0,0,0,1,0
2368,2024,500,0,0,,,,0,0,0,0,0
2368,2024,600,0,0,,,,0,0,0,1,0
2368,2024,700,0,0,,,,0,0,0,1,0
2369,2024,100,1,1,,,No Previous Data,1,1,1,1,1
2369,2024,200,0,0,,,,0,1,1,1,0
2369,2024,300,0,0,,,,1,1,0,1,1
2369,2024,400,0,0,,,,0,0,1,1,0
2369,2024,500,0,0,,,,0,1,0,1,0
2369,2024,600,0,0,,,,0,0,0,1,0
2369,2024,700,0,0,,,,0,1,0,1,0
2370,2024,100,1,1,,,No Previous Data,1,1,1,1,1
2370,2024,200,0,0,,,,0,1,1,1,0
2370,2024,300,0,0,,,,1,1,1,1,0
2370,2024,400,0,0,,,,0,0,1,1,0
2370,2024,500,0,0,,,,0,1,0,1,0
2370,2024,600,0,0,,,,0,1,0,1,0
2370,2024,700,0,0,,,,1,1,0,1,0
2371,2024,100,1,1,,,No Previous Data,1,1,1,1,1
2371,2024,200,0,0,,,,0,0,1,1,0
2371,2024,300,0,0,,,,0,0,1,1,0
2371,2024,400,0,0,,,,1,1,1,1,1
2371,2024,500,0,0,,,,0,0,0,1,0
2371,2024,600,0,0,,,,0,0,0,1,0
2371,2024,700,0,0,,,,0,0,0,1,0
2372,2024,100,1,1,200.0,Olong Tea Plus,Switched,1,1,1,1,1
2372,2024,200,0,0,,,,1,1,1,1,1
2372,2024,300,0,0,,,,0,0,0,1,0
